Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
76,The place of death of James Bauer is,The place of death of the director of The Black Star is,James Bauer,the director of The Black Star, Argentina,8.209563929995056e-06,1.6088995380414417e-06,1.0129442671313882e-06,1.4515310340357246e-06,2.2802034891356016e-06,2.4640971787448507e-06,9.313628765994508e-07,3.4602118148541194e-07,1.2862034282079549e-07,2.639906824697391e-06,5.50559980183607e-06,2.2940994313103147e-06,1.1301170843580621e-06,1.973339067262714e-06,2.3742950361338444e-06,3.2763193758000853e-06,1.3592618870461592e-06,1.4340192819872755e-06,1.2987409263587324e-06,4.074728167324793e-06,1.3971821317682043e-06,1.381663309985015e-06,2.4116593522194307e-06,7.707234544795938e-06,2.317992584721651e-05,3.938159716199152e-05,2.1869274860364385e-05,1.0182214282394852e-05,6.269607638387242e-06,4.273289050615858e-06,1.6368685464840382e-06,4.0184818317356985e-06,8.245448952948209e-06,9.908592801366467e-06,1.133568184741307e-05,7.680882845306769e-06,2.396932131887297e-06,4.993531547370367e-06,2.689923803700367e-06,6.502139058284229e-06,1.1532655662449542e-05,2.5041250410140492e-05,2.3312930352403782e-05,8.716714546608273e-06,7.024556452961406e-06,4.142028501519235e-06,4.556726707960479e-06,1.0174919225391932e-05,9.603197213436943e-06,2.8957429094589315e-06,6.061517069611e-06,1.4097372513788287e-06,2.1991068024362903e-06,2.5674185053503606e-06,1.7097599993576296e-06,2.4693902105354937e-06,1.0494203479538555e-06,2.229162191724754e-06,3.7274578517099144e-06,5.1708561841223855e-06,3.948804987885524e-06,2.1971964088152163e-06,3.4539373245934257e-06,3.575063601601869e-06,4.367493602330796e-06,5.711553058063146e-06,6.330108135443879e-06,5.360863724490628e-06,1.0070065400213934e-05,1.939480716828257e-05,8.0585105024511e-06,1.0499639756744727e-05,1.1533821634657215e-05,1.1844541404570919e-05,1.4852616914140526e-05,1.3260125342640094e-05,1.87131627171766e-05,2.303605833731126e-05,2.004845919145737e-05,3.4721822885330766e-05,6.309564196271822e-05,1.3062479411019012e-05
77,The place of birth of Björk is,The place of birth of the performer of Oceania is,Björk,the performer of Oceania, Reykjavík,1.0737292086560046e-06,4.653649554597905e-08,3.0783800752942625e-07,9.452884910388093e-07,3.6947675141618674e-08,7.031724891248814e-08,1.845128849708999e-07,5.240573273113114e-07,1.0670612937246915e-05,2.1078997178847203e-06,1.7146082882391056e-06,1.6393208852605312e-06,7.531123173976084e-07,4.962523689755471e-07,4.2117369503102964e-07,7.286587333510397e-08,2.3586913755480055e-07,1.962092142093752e-07,1.9332181011577632e-07,4.833341904486588e-07,4.692337370215682e-06,4.932226602250012e-06,3.235302574466914e-05,0.00026164474547840655,0.0004442427889443934,5.8316578360972926e-05,1.945105759659782e-05,9.535870049148798e-06,2.647733936100849e-06,3.868832664011279e-06,6.361988198477775e-05,6.782994751119986e-05,0.00028526392998173833,0.0009327575680799782,0.0005944141303189099,0.0009039643337018788,0.000324228429235518,0.009538098238408566,0.010218431241810322,0.026496384292840958,0.015560726635158062,0.012764413841068745,0.04484288766980171,0.0594671405851841,0.03329268470406532,0.25844740867614746,0.1379241794347763,0.12234475463628769,0.11961204558610916,0.20966216921806335,0.07356297224760056,0.09071018546819687,0.03695790469646454,0.11204095929861069,0.12688937783241272,0.28252118825912476,0.4521239399909973,0.7002702951431274,0.5646424889564514,0.4502065181732178,0.550368070602417,0.7118315696716309,0.5786985158920288,0.7155631184577942,0.5029826164245605,0.6928994059562683,0.7016450762748718,0.6762099862098694,0.5887477993965149,0.4468894898891449,0.605617880821228,0.616871178150177,0.6533193588256836,0.7116207480430603,0.31388771533966064,0.8317829370498657,0.8443084359169006,0.3397473394870758,0.3090161383152008,0.2126898318529129,0.00015055217954795808,0.7304073572158813
78,The date of death of Susan of Albania is,The date of death of the mother of Prince Leka of Albania is,Susan of Albania,the mother of Prince Leka of Albania, 17 July 2004,0.0004424528160598129,0.0009442880982533097,0.021822171285748482,0.001692288788035512,0.024227486923336983,0.0007074657478369772,0.0038093519397079945,6.70532972435467e-05,0.0002581294975243509,2.7736197807826102e-05,1.240308574779192e-05,0.0004337079299148172,0.00011678601003950462,6.748310988768935e-05,0.0005586195038631558,0.0002362430968787521,1.259389773622388e-05,9.574949217494577e-06,1.0147454304387793e-05,2.5413243065486313e-07,0.0002985637111123651,2.321718420716934e-05,0.00013157403736840934,2.973638584080618e-05,0.001862672041170299,0.0013379290467128158,1.0771969755296595e-05,0.00020268482330720872,1.2206327482999768e-05,3.2239298889180645e-05,0.00012871448416262865,3.1082978239282966e-05,2.4510645744157955e-05,6.094409172874293e-07,0.0002556098042987287,0.0006756829097867012,7.964553515193984e-05,0.00027653566212393343,0.006415616255253553,4.834036371903494e-05,4.6663099055876955e-06,0.00010387812653789297,5.90463459957391e-05,2.1282166926539503e-06,7.564097904833034e-05,3.0116166271909606e-07,7.076147880979988e-07,3.4472310517230653e-07,1.6053965737228282e-05,4.900562089460436e-07,5.502554358827183e-07,1.2216097502459888e-06,2.084038442262681e-06,2.2500787508761277e-06,5.139107202012383e-07,8.462739060632885e-06,2.257097548863385e-06,0.00023621527361683547,1.0697312973206863e-05,3.078976442338899e-05,0.00039583223406225443,6.145075894892216e-05,0.001545263105072081,0.00024534150725230575,0.0002831344900187105,1.1247077054576948e-05,0.0002743093064054847,4.497480858844938e-06,0.00032391934655606747,0.0004275549144949764,4.497913323575631e-05,4.0325808186025824e-06,0.00029504179838113487,3.098325032624416e-05,3.5944030969403684e-05,9.34484887693543e-06,7.064790224831086e-06,2.2658883608528413e-05,5.569461063714698e-05,0.004040907137095928,0.011204048991203308,0.029535215348005295
79,The place of death of Augustus II the Strong is,The place of death of the spouse of Christiane Eberhardine of Brandenburg-Bayreuth is,Augustus II the Strong,the spouse of Christiane Eberhardine of Brandenburg-Bayreuth, Warsaw,1.0480540879598266e-07,6.02037016506074e-06,3.18317033816129e-05,9.852567018242553e-06,2.490429687895812e-05,1.943316965480335e-05,2.4505075998604298e-05,1.0944758287223522e-05,3.4886409139289754e-06,2.4502767246303847e-06,3.2546040529268794e-06,5.24035340276896e-06,6.790420593461022e-05,9.330427565146238e-05,9.506109199719504e-05,3.197366095264442e-05,1.661677197262179e-05,2.6705070013122167e-06,9.555359383739415e-07,1.626266680432309e-06,7.809369890310336e-06,5.087627869215794e-06,2.6418430934427306e-05,1.0993879186571576e-05,8.119436643028166e-06,3.8953544390096795e-06,2.819238261508872e-06,2.0404704628163017e-06,3.117628921245341e-06,1.1271243238297757e-05,9.805307854549028e-06,1.8868198594645946e-06,1.7187745697810897e-06,2.222432385678985e-06,1.7665598761595902e-06,8.19110994143557e-07,6.788988571315713e-07,2.1976254629407777e-06,3.953741270379396e-06,2.0891516214760486e-06,6.67947551846737e-06,5.35366234544199e-06,1.8957312931888737e-05,1.9305931346025318e-05,3.46193446603138e-05,2.5975550670409575e-05,1.4765121704840567e-05,2.3806711396900937e-05,7.340164302149788e-05,0.00012113558477722108,3.8234731619013473e-05,4.2718795157270506e-05,8.989896741695702e-05,0.00013479660265147686,0.00010475917224539444,5.219680315349251e-05,0.0002007719740504399,0.00017522479174658656,0.0001658925466472283,0.00018111118697561324,0.00021952265524305403,0.0001959538203664124,0.0002893490018323064,0.0001794424606487155,0.0003299257659818977,0.000512767699547112,0.00030997590511105955,0.0003593072760850191,0.00042576369014568627,0.0003788869362324476,0.00031513292924501,0.00034734245855361223,0.0002330554270884022,0.0002322791697224602,0.0003937202855013311,0.0007471345597878098,0.0029664351604878902,0.003919761162251234,0.001987928058952093,0.0027670671697705984,0.00010643054702086374,0.047799404710531235
80,The spouse of Anup Sengupta is,The spouse of the director of Bangla Bachao is,Anup Sengupta,the director of Bangla Bachao, Piya Sengupta,1.189716130056695e-07,8.443267347502115e-07,3.464538394837291e-06,1.9939077901653945e-05,2.526363005017629e-06,1.0552300864219433e-06,1.5428548749696347e-07,6.424410230465583e-07,6.924342415004503e-06,2.2966319193074014e-06,1.5791745511251065e-07,2.3621063860446156e-07,2.745286735716945e-07,4.163105415955215e-07,6.96681524914311e-07,4.579744370403205e-07,1.226984807090048e-07,1.2225320915604243e-06,1.0757598829513881e-06,1.663622924752417e-06,8.451125950159621e-07,1.9327666223034612e-07,3.193002271473233e-07,1.174017711491615e-06,8.38303321870626e-07,6.471466349466937e-07,2.0268058165129332e-07,1.6999517811200349e-06,1.8967227788380114e-06,3.228610694350209e-07,8.000828302101581e-07,1.3575968296208885e-06,7.099888534867205e-07,4.5575788476526213e-07,3.894654128089314e-06,4.971610906068236e-06,1.675789008004358e-06,1.516341399110388e-06,7.96830534000037e-07,1.4039737834536936e-06,5.476207434185199e-07,9.94799506770505e-07,5.973144538984343e-07,6.978560662673772e-08,2.0675109624335164e-07,2.8810660523959086e-07,2.3606345678217622e-07,2.3274118632343743e-07,2.8815230734835495e-07,1.8350803543398797e-07,4.059915283960436e-07,4.0050909433375637e-07,8.939344411373895e-07,8.544398610865755e-07,2.1396369902504375e-06,9.175880109069112e-07,4.954362111675437e-07,1.002267254079925e-06,1.4726521158081596e-06,6.021733497618698e-06,4.701185844169231e-06,1.9012605889656697e-06,2.578311523393495e-06,4.526346856437158e-06,4.1058060560317244e-06,3.0699050057592103e-06,3.33116804540623e-06,3.5291832318762317e-06,9.49040986597538e-06,2.198593210778199e-05,2.0054243577760644e-05,2.706696068344172e-05,1.696951403573621e-05,9.254471660824493e-05,8.802437514532357e-05,0.00027549127116799355,0.0008215690613724291,0.0007068255799822509,0.0006994979921728373,0.0013119151117280126,7.513263426517369e-06,0.0006768736056983471
81,"The place of death of James Hamilton, 4th Duke of Hamilton is","The place of death of the father of Sir James Abercrombie, 1st Baronet is","James Hamilton, 4th Duke of Hamilton","the father of Sir James Abercrombie, 1st Baronet", Hyde Park,1.0267942052166745e-08,3.113798996423611e-08,3.038473650462947e-08,6.878743796789877e-09,6.380806638617287e-08,8.334846057778122e-08,1.3815797395011487e-08,3.6280994208937045e-08,1.1032314262138243e-07,1.9636226511465793e-07,2.7631350008050504e-07,1.988498524951865e-06,3.975808795075864e-06,2.4428691176581196e-06,6.47000615572324e-06,2.013919220189564e-05,2.7167980078957044e-05,2.835926352418028e-06,1.3301391845743638e-05,5.063947355665732e-06,1.7188364154208102e-06,1.8539481970947236e-05,1.3804480659018736e-05,2.937066483355011e-06,4.418052867549704e-06,7.795143574185204e-06,5.741105155721016e-07,1.94085913562958e-07,1.6860857954270614e-07,1.5264059527453355e-07,2.085988910494052e-07,1.4132204739780718e-07,1.3137832866050303e-06,3.9881183511170093e-07,3.316026777611114e-07,7.412558034047834e-08,1.977519019646934e-07,3.0314060950331623e-07,5.816640964440012e-07,4.0477812035533134e-07,6.509727654702147e-07,4.950055654262542e-07,1.1623765203694347e-06,4.6291285116240033e-07,2.249835091561181e-07,1.957657502771326e-07,5.84607391829195e-07,1.045930503096315e-06,6.367081368807703e-07,4.6201992631722533e-07,6.206894340721192e-07,6.7235629330753e-07,1.056970745594299e-06,6.116899839980761e-07,4.4617553385251085e-07,5.288210331855225e-07,9.999707799579483e-07,8.457658964289294e-07,8.8075086068784e-07,5.400779059527849e-07,1.3444722526401165e-06,7.860553523642011e-07,2.934798715159559e-07,4.371582917883643e-07,3.053512784845225e-07,2.48950129844161e-07,3.479513281945401e-07,8.499338832734793e-07,1.3142634998075664e-06,6.003041335134185e-07,8.163194706867216e-07,6.434874535443669e-07,1.4186906582835945e-06,1.1366730632289546e-06,4.661183993448503e-06,2.3049105948302895e-05,1.3836204743711278e-05,3.0874754884280264e-05,1.3971821317682043e-05,0.00010001221380662173,1.045681869982218e-06,0.00012022194277960807
82,The place of death of Amelia Pincherle is,The place of death of the mother of Sabatino Enrico 'Nello' Rosselli is,Amelia Pincherle,the mother of Sabatino Enrico 'Nello' Rosselli, Florence,1.0317342457710765e-05,3.047416385015822e-06,1.8316903833692777e-06,1.3703240711038234e-06,7.480910539925389e-07,6.75483249779063e-07,1.1722372619260568e-06,2.3325962956732837e-06,1.2509260159276891e-05,2.1938058125670068e-07,1.3605736967292614e-05,1.8837250536307693e-05,1.0780248885566834e-05,7.980198461154941e-06,5.8584810176398605e-06,2.4495820980519056e-06,8.552454460186709e-07,1.1631475445028627e-06,2.291593091285904e-06,5.409357868302322e-07,1.2744729360747442e-07,1.441522670120321e-07,1.3676785783900414e-06,2.1091646829063393e-07,6.785676021081599e-08,4.369448092234052e-08,6.40060449086377e-08,1.206956596888631e-07,8.501477850586525e-07,3.0819808216620004e-06,2.8041066002515436e-07,7.584112040603941e-07,5.919666250520095e-07,5.465765866574657e-07,5.889735916753125e-07,7.924120382085675e-07,2.8234885007805133e-07,2.8797208528885676e-07,1.1052399173649974e-07,6.848048172969357e-08,1.050271833946681e-07,1.1777701303117283e-07,1.755508378664672e-07,2.4699767209312995e-07,2.7633154786599334e-07,1.5515034590407595e-07,5.495516006703838e-07,4.2128786503781157e-07,3.292598478310538e-07,1.9832049247270334e-07,1.0842532560673135e-07,1.330928114384733e-07,2.1731619881393271e-07,6.493509374649875e-08,8.13882081729389e-08,5.127767721546661e-08,9.98175408994939e-08,4.206872858958377e-07,2.1318868448361172e-07,3.6871583120046125e-07,3.051789292385365e-07,2.8212414235895267e-06,2.0189447695884155e-06,1.7857676084531704e-06,5.153394340595696e-06,8.26672294351738e-06,1.1604757673921995e-05,2.132174267899245e-05,2.581318585725967e-05,1.0928322808467783e-05,1.089867055270588e-05,1.4660512533737347e-05,8.80316201801179e-06,2.7475061870063655e-05,1.7418396964785643e-05,4.128520959056914e-05,5.694837818737142e-05,4.4817181333201006e-05,0.00010147788998438045,0.00012525405327323824,0.004282880574464798,0.005396418273448944
83,The country of citizenship of Artuq is,The country of citizenship of the father of Ilghazi is,Artuq,the father of Ilghazi, Seljuq empire,4.7422918214579113e-07,2.8967103844479425e-06,1.1373490451660473e-06,1.8311931171410833e-07,3.327144213471911e-07,2.1818014772634342e-07,4.2054216464748606e-07,9.010852508595235e-09,1.7250023631731892e-08,1.7793610140870442e-08,9.637945908025358e-08,1.5838878653084976e-07,6.38183337287046e-08,2.4021963440645777e-07,2.2473575711501326e-07,3.451156089795404e-06,6.696196805933141e-07,1.0373991244705394e-05,1.2020101394227822e-06,5.243649638941861e-07,3.551771499132883e-07,2.361695351282833e-06,1.861093323896057e-06,2.511258969661867e-07,5.286935333970177e-07,8.374436077929204e-08,8.797168504770525e-08,1.082982976186031e-06,5.008285484109365e-07,1.3220191021900973e-06,8.074400739133125e-07,5.043360943091102e-06,1.1630341759882867e-05,1.1644022379186936e-05,1.278790568903787e-05,2.309203046024777e-05,2.5735225790413097e-06,7.479686246369965e-06,7.328806532314047e-06,2.7707476419891464e-06,2.08608980756253e-06,2.522654085623799e-06,6.5782087403931655e-06,6.02105228608707e-06,1.6005134284569067e-06,8.24676317279227e-06,3.997380645159865e-06,5.374773536459543e-06,7.637066119059455e-06,4.201127012493089e-06,4.7261337385862134e-06,4.066137535119196e-06,1.7233818425665959e-06,2.454130481055472e-06,3.329890887471265e-07,6.522992634927505e-07,3.4446696872691973e-07,1.8122287315236463e-07,2.5196689534823236e-07,2.8795031425943307e-07,1.8865964079850528e-07,3.733319999810192e-07,1.288775166585765e-07,2.714996014674398e-07,2.866690067548916e-07,4.482496933633229e-07,5.454792244563578e-07,4.7153062610050256e-07,1.027131474984344e-06,3.627818330187438e-07,9.573736861057114e-07,9.001352623272396e-07,7.756663080726867e-07,9.964999208023073e-07,1.0475423550815322e-06,5.43548310361075e-07,3.5138629073117045e-07,3.644325943241711e-07,1.572681753714278e-07,3.03744087659652e-07,0.00016102327208500355,1.6072915968834423e-05
84,The country of citizenship of Ricardo Mella is,The country of citizenship of the father of Urania Mella Serrano is,Ricardo Mella,the father of Urania Mella Serrano, Spain,5.038023300585337e-05,1.0341175766370725e-05,3.6207734410709236e-06,1.0508985724300146e-05,8.98187226994196e-06,4.611934855347499e-06,5.443510417535435e-06,3.3608089324843604e-06,4.588443516695406e-06,3.224523197786766e-06,5.837360276927939e-06,3.4897311707027256e-06,2.872681079679751e-06,2.2244896626943955e-06,7.31681836896314e-07,6.181682010719669e-07,3.0689403729411424e-07,2.530641154407931e-07,3.5732901437768305e-07,7.962594139598878e-08,1.4197929942838527e-07,3.2171737984754145e-07,1.1238770269983434e-07,1.3270638987705752e-07,1.6768110810971848e-07,1.62783692303492e-07,2.406150088063441e-07,2.2352787709678523e-07,9.962940339391935e-08,3.081533606064113e-08,1.0767143976408988e-06,8.10082099178544e-07,5.169146675143566e-07,2.0906034592371725e-07,3.7002780572947813e-07,1.5013479242043104e-06,1.157038468591054e-06,0.000387131905881688,0.00012264146062079817,0.00018594309221953154,0.00013531872536987066,0.00032035139156505466,0.000474157597636804,0.0006758144591003656,0.0023319697938859463,0.0005763177759945393,0.0001509249268565327,0.0003049956576433033,0.00021082775492686778,0.00020151154603809118,0.00010568652942311019,0.00045095995301380754,0.0006748009473085403,0.0007085404940880835,0.0007925913669168949,0.0017459020018577576,0.01151234656572342,0.014792204834520817,0.015229256823658943,0.013508736155927181,0.009134761989116669,0.00808305386453867,0.016256799921393394,0.013776539824903011,0.006316652987152338,0.011137640103697777,0.020885877311229706,0.004728642292320728,0.008671614341437817,0.002696185139939189,0.0005025541177019477,0.0010809138184413314,0.001272344496101141,0.00797604862600565,0.004812486469745636,0.02852437272667885,0.008954607881605625,0.0017085206927731633,0.011795731261372566,0.004659544676542282,0.33268219232559204,0.7594076991081238
85,The place of birth of George Whaley is,The place of birth of the director of Clowning Around is,George Whaley,the director of Clowning Around," Castlemaine, Victoria, Australia",1.8273433397553163e-06,5.253184554021573e-07,5.780668288934976e-06,1.638093453948386e-05,5.5948507906578016e-06,2.379168336119619e-06,1.9671542759169824e-06,6.008481818753353e-07,2.1509654857254645e-07,1.7811899510888907e-07,5.48340665318392e-07,1.6459823655168293e-06,3.881679276673822e-06,1.2876915889137308e-06,5.522121568901639e-07,1.809137160080354e-07,6.240853736017016e-07,3.2863013643691374e-08,1.7554963704924376e-08,3.8798990686927937e-08,5.102394506906194e-09,1.4472743892213202e-08,1.518862546845412e-07,1.730201404370746e-07,3.357058275810232e-08,4.5683655969241954e-08,1.488945056138391e-08,1.871113042284378e-08,3.869581988169557e-09,5.120277979386856e-09,3.2327687193856036e-08,1.1235427876954418e-07,1.3123083419941395e-07,2.014601676592065e-07,1.8671020995952858e-07,4.6623264893241867e-07,3.588417314404069e-07,6.678320687569794e-07,9.087472108149086e-07,3.220362714273506e-07,3.6983450968364195e-07,4.0625744190947444e-07,7.873538834246574e-07,1.0723367722675903e-06,8.540002340851061e-07,2.76569579682473e-07,3.858842489989911e-07,3.941983663935389e-07,3.0612758905590454e-07,3.7381161632765725e-07,1.0625613811043877e-07,5.384934809171682e-08,9.52768814954652e-08,4.329173108885698e-08,7.632137055679777e-08,8.897100656213297e-08,1.8737386753286955e-08,1.2125640935778392e-08,8.827091058094538e-09,1.664421667157967e-08,2.6081757198426203e-08,2.0082008944655172e-08,1.849826603006477e-08,1.2325696019388488e-08,1.7024005316557123e-08,1.3060901693506821e-08,2.33279120465113e-08,3.1672744427169164e-08,1.205764377232299e-08,1.7780724448357432e-08,8.41044300869953e-09,1.460194631874856e-08,1.421756135044916e-08,5.053615748096263e-09,1.0776817660484994e-08,2.5093538358333944e-09,7.147331615442454e-09,2.0233763109445135e-08,9.988252003267917e-09,9.371421327841745e-08,0.00018288528372067958,7.346677648456534e-06
86,The place of burial of Kato Svanidze is,The place of burial of the mother of Yakov Iosifovich Dzhugashvili is,Kato Svanidze,the mother of Yakov Iosifovich Dzhugashvili, Tiflis,0.0002499834226910025,3.6623143387259915e-05,4.8448022425873205e-05,0.00021510568330995739,2.702460187720135e-05,1.1045645806007087e-05,1.430941892976989e-06,5.264366222945682e-07,4.465653546503745e-06,6.814647122155293e-07,7.672002197978145e-07,6.187957751535578e-06,1.672504822636256e-06,1.4681407265015878e-05,7.224184173537651e-06,5.477701961353887e-06,4.07536281272769e-05,1.633467218198348e-05,0.0001289524370804429,9.517159196548164e-05,5.746729584643617e-05,2.3682814571657218e-05,0.00011330658890074119,5.6325047808059026e-06,1.739853814797243e-06,8.308210453833453e-06,2.2853468180983327e-05,2.0015257177874446e-05,0.00015685358084738255,4.36065201938618e-05,9.227672853739932e-05,9.624239282857161e-06,2.27529858420894e-06,6.751392334081174e-07,1.3846304682374466e-05,1.2525322745204903e-05,8.833697393129114e-06,4.3123200157424435e-05,3.112086415058002e-05,7.332843324547866e-06,8.055246871663257e-05,4.6633591409772635e-05,5.6928867707028985e-05,3.7470817915163934e-05,0.0006278033251874149,5.901582699152641e-05,8.262712799478322e-05,5.782303196610883e-05,0.00012428482295945287,4.716850526165217e-06,7.423705392284319e-05,4.2426974687259644e-05,0.00013302621664479375,7.158146036090329e-05,0.00034800474531948566,1.845674341893755e-05,6.598888285225257e-05,3.7519515899475664e-05,7.6052642725699116e-06,2.4818573365337215e-06,2.9300523237907328e-05,8.090704068308696e-05,1.2698784303211141e-05,3.9489972550654784e-05,8.98440121090971e-05,0.0001027555699693039,0.0003143732319585979,0.0004900314379483461,0.00014100779662840068,0.000635196571238339,1.2930442608194426e-05,0.00017024936096277088,6.93230758770369e-05,8.87833593878895e-05,3.521100734360516e-05,6.191394277266227e-06,0.0010082387598231435,0.003442333312705159,0.005197689402848482,0.00015027781773824245,0.0004131327732466161,0.0006387742469087243
87,The place of birth of Marcus Garvey is,The place of birth of the spouse of Amy Ashwood Garvey is,Marcus Garvey,the spouse of Amy Ashwood Garvey, Saint Ann's Bay,2.2964759693877568e-07,1.6603777908130724e-07,2.0673175527008425e-07,1.0242636562907137e-05,3.7912609514023643e-06,9.920705451804679e-06,1.2455152500479016e-06,4.087608431291301e-06,1.0591288628347684e-05,4.121877736906754e-06,3.1429640330316033e-06,5.965473974356428e-06,3.011923581652809e-06,1.0528590337344212e-06,1.946941665664781e-06,8.27040639705956e-06,7.033847396087367e-06,4.86131511934218e-06,1.6218977179960348e-05,5.044810313847847e-05,1.2269668332010042e-05,1.17658771614515e-06,2.1225123418844305e-05,7.633680979779456e-06,2.288374616910005e-06,1.1412068488425575e-05,1.7769139958545566e-05,1.9266884919488803e-05,7.909152191132307e-05,0.00012888546916656196,4.4108048314228654e-05,4.705399987869896e-05,6.340423715300858e-05,6.854254024801776e-05,0.0002232161641586572,7.734581595286727e-05,0.00023001078807283193,0.0008666411158628762,0.00014999901759438217,1.8755610653897747e-05,1.0774206202768255e-05,1.835932744143065e-05,2.358448546146974e-05,4.697569238487631e-05,1.9182072719559073e-05,4.974874173058197e-06,2.609451030366472e-06,5.348889771994436e-06,8.465666724077892e-06,6.6537891143525485e-06,1.4932997146388516e-05,6.625495188927744e-06,3.833737991953967e-06,1.6053412537075928e-06,8.339780492860882e-07,6.00956923335616e-07,1.968627429960179e-06,1.1958708228121395e-06,6.799119773859275e-07,7.854004024920869e-07,4.7361299948533997e-07,4.1168769371324743e-07,1.403937091026819e-07,9.081718843617637e-08,1.1966062629653607e-07,1.2922681946747616e-07,4.0139525481208693e-07,1.0800082606010619e-07,2.272471419928479e-07,3.21059246743971e-07,6.407613568626402e-07,3.301251126686111e-06,1.6814008176879724e-06,4.285993782104924e-06,5.950714694336057e-06,6.18328049313277e-05,7.13057306711562e-05,7.280285353772342e-05,0.00035844993544742465,0.00025743208243511617,0.0020123515278100967,0.10728878527879715
